name,mob_id,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url,human_match_score,face_visibility,object_like,animal_like,plant_like,eye_style,mouth_style,body_type,color_tone,match_tags,match_note
여신 탑의 러스터픽시(보스 소환용),9300056,https://mapledb.kr/search.php?q=9300056&t=mob,round,cute,9,1,2,"둥글고 귀여운 외형, 부드러운 인상",https://maplestory.io/api/KMS/389/mob/9300056/render/stand,7,8,2,1,1,big,smile,blob,bright,"귀여운,둥글다,부드러운,마법,보스",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭이 가능하다.
동굴 그린 코니언2,9300066,https://mapledb.kr/search.php?q=9300066&t=mob,sharp,strong,3,4,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300066/render/stand,5,6,3,4,1,sharp,neutral,humanoid,green,"전투적,강력한,몬스터,동물형,신비로운","강력한 인상을 주는 몬스터로, 사람 얼굴과의 유사성은 중간 정도."
동굴 다크 코니언1,9300067,https://mapledb.kr/search.php?q=9300067&t=mob,sharp,strong,2,8,9,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300067/render/stand,4,5,3,6,1,sharp,neutral,humanoid,dark,"전투적,강력한,신비로운,각진,어두운","강력한 전투적인 인상을 주며, 사람 얼굴과의 유사성은 낮지만 강한 느낌을 가진 몬스터."
동굴 다크 코니언2,9300068,https://mapledb.kr/search.php?q=9300068&t=mob,long,strong,2,7,8,"길쭉하고 전투적인 인상, 강한 외형",https://maplestory.io/api/KMS/389/mob/9300068/render/stand,4,3,2,6,1,sharp,neutral,humanoid,dark,"전투적,강한,신비로운,몬스터,다크",강한 외형과 전투적인 인상으로 인해 사람 닮은꼴 매칭이 낮음.
동굴 레드 와이번2,9300070,https://mapledb.kr/search.php?q=9300070&t=mob,sharp,strong,3,6,8,각지고 단단한 외형에 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300070/render/stand,4,5,2,7,1,none,angry,animal,red,"드래곤,전투적,강력한,공격적인","강력한 인상을 주는 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
동굴 블루 와이번2,9300072,https://mapledb.kr/search.php?q=9300072&t=mob,sharp,strong,3,5,8,각지고 단단하며 강력한 인상,https://maplestory.io/api/KMS/389/mob/9300072/render/stand,4,6,2,7,1,sharp,neutral,animal,blue,"드래곤,강력한,신비로운,블루,비행","강력한 인상을 주는 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
동굴 다크 와이번2,9300074,https://mapledb.kr/search.php?q=9300074&t=mob,sharp,dark,3,8,7,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300074/render/stand,4,6,2,5,1,none,neutral,animal,dark,"드래곤,어둠,강력함,신비로움,공격적","어둡고 강력한 인상을 주지만, 사람 얼굴과의 유사성은 낮음."
동굴 스켈레곤2,9300076,https://mapledb.kr/search.php?q=9300076&t=mob,sharp,dark,3,8,6,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300076/render/stand,4,3,7,2,1,none,neutral,ghost,neutral,"스켈레톤,어두운,신비로운,몬스터,게임 캐릭터","사람 얼굴과의 유사성은 낮지만, 독특한 형태로 인해 특정 스타일의 캐릭터와 매칭될 수 있음."
동굴 T-스켈래곤,9300077,https://mapledb.kr/search.php?q=9300077&t=mob,sharp,dark,2,8,7,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300077/render/stand,3,2,6,1,1,none,angry,object,neutral,"스켈레톤,어둠,강력함,괴물,신비로운","사람 얼굴과의 유사성이 낮고, 주로 물체에 가까운 형태."
동굴 뉴트주니어,9300078,https://mapledb.kr/search.php?q=9300078&t=mob,round,cute,8,1,3,둥글고 귀여운 외형을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/9300078/render/stand,6,7,2,3,1,big,smile,blob,bright,"귀여운,둥글다,작은,애니멀,밝은",동굴 뉴트주니어는 귀여운 외형으로 사람 얼굴과의 매칭이 가능하다.
속성의 타나토스,9300086,https://mapledb.kr/search.php?q=9300086&t=mob,sharp,dark/mysterious,1,9,8,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300086/render/stand,3,2,6,1,1,sharp,none,humanoid,dark,"어둠,신비,강력,몬스터,비인간","사람의 얼굴과 닮은꼴 요소가 적고, 신비로운 느낌이 강한 몬스터."
어둠의 머슬스톤,9300091,https://mapledb.kr/search.php?q=9300091&t=mob,square,strong,2,6,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300091/render/stand,3,2,7,1,1,none,neutral,object,neutral,"강력한,무표정,돌,어둠,각진","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 잘 보이지 않음."
잊혀진 신전의 주니어 발록,9300092,https://mapledb.kr/search.php?q=9300092&t=mob,square,strong,2,7,9,각지고 강력한 외형으로 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300092/render/stand,4,6,2,3,1,sharp,angry,humanoid,dark,"강력한,전투적,어두운,괴물,비행",강력한 외형과 전투적인 인상으로 인해 사람 닮은꼴 매칭이 낮음.
타일러스,9300093,https://mapledb.kr/search.php?q=9300093&t=mob,round,mysterious,4,6,5,타원형의 외형과 기묘한 분위기를 가진 캐릭터,https://maplestory.io/api/KMS/389/mob/9300093/render/stand,6,4,2,1,1,none,none,humanoid,dark,"신비로운,중세,마법사,모험가,음산","신비로운 분위기를 가진 캐릭터로, 사람의 얼굴과는 다소 거리가 있지만, 특정 특징이 사람과 유사할 수 있음."
일그러진 차원의 본피쉬,9300098,https://mapledb.kr/search.php?q=9300098&t=mob,sharp,dark,2,8,6,각지고 단단하며 음산한 느낌을 주는 모습,https://maplestory.io/api/KMS/389/mob/9300098/render/stand,2,4,8,2,1,big,angry,fish,neutral,"어둡고 음산한,비늘 같은,기괴한,물속 생물,공포스러운","사람 얼굴과의 유사성이 낮고, 물고기 형태로 사물에 가까운 특징을 가짐."
일그러진 차원의 샤크,9300099,https://mapledb.kr/search.php?q=9300099&t=mob,round,dark,3,7,8,둥글고 무서운 표정을 짓고 있는 강한 인상,https://maplestory.io/api/KMS/389/mob/9300099/render/stand,4,6,5,7,1,none,angry,fish,cool,"샤크,어둡고 강력한,무서운,둥글고 귀여운,바다 생물","강한 인상과 어두운 분위기를 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 낮음."
길들일 수 있는 멧돼지,9300101,https://mapledb.kr/search.php?q=9300101&t=mob,round,cute,8,1,2,"둥글고 귀여운 외형, 온순한 인상",https://maplestory.io/api/KMS/389/mob/9300101/render/stand,6,7,2,8,1,none,smile,animal,neutral,"귀여운,온순한,동물,둥글다,부드러운",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 높음.
화난 데비존,9300105,https://mapledb.kr/search.php?q=9300105&t=mob,round,strong,4,3,7,"둥글고 튼튼한 외형, 해적 느낌의 강한 인상",https://maplestory.io/api/KMS/389/mob/9300105/render/stand,5,6,3,1,2,none,neutral,blob,warm,"해적,강한 인상,둥글고 튼튼한,귀여운,모험가","강한 인상을 주는 둥글고 튼튼한 외형으로, 사람 얼굴과의 매칭 가능성이 있음."
엿보는 데비존,9300107,https://mapledb.kr/search.php?q=9300107&t=mob,round,playful,7,2,5,둥글고 귀여운 외형이지만 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300107/render/stand,4,3,6,2,3,none,neutral,blob,bright,"귀여운,해적,둥글다,장난기,식물","귀여운 외형과 둥근 형태로 인해 사람 닮은꼴 매칭이 가능하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
데비존의 삼단지,9300109,https://mapledb.kr/search.php?q=9300109&t=mob,round,cute,8,2,3,"둥글고 귀여운 외형, 부드러운 인상",https://maplestory.io/api/KMS/389/mob/9300109/render/stand,4,6,7,2,5,big,smile,object,neutral,"귀여운,식물,둥글다,부드러운,캐릭터",부드러운 인상과 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
데비존의 도라지,9300110,https://mapledb.kr/search.php?q=9300110&t=mob,round,playful,7,2,3,둥글고 특이한 외형에 무서운 표정,https://maplestory.io/api/KMS/389/mob/9300110/render/stand,4,6,8,2,5,big,open,plant,neutral,"귀여운,식물형,둥글다,무서운표정,특이한외형","사람 얼굴과의 유사성은 낮지만, 귀여운 외형으로 식물과의 매칭이 두드러짐."
데비존의 100년 된 도라지,9300112,https://mapledb.kr/search.php?q=9300112&t=mob,round,mysterious,7,5,3,둥글고 기괴한 표정이 있으며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300112/render/stand,4,6,8,2,5,big,open,plant,neutral,"기괴한,신비로운,귀여운,식물형,둥글다","사람 얼굴과의 유사성은 낮지만, 귀여운 표정과 둥근 형태로 인해 일부 사람과 닮을 수 있음."
데비존의 100년 된 늙은 도라지,9300113,https://mapledb.kr/search.php?q=9300113&t=mob,round,calm,5,2,3,둥글고 부드러운 외형으로 차분한 느낌,https://maplestory.io/api/KMS/389/mob/9300113/render/stand,4,3,7,2,5,none,neutral,plant,neutral,"식물,차분한,귀여운,노인,자연","사람의 얼굴과 닮은꼴 요소가 적지만, 식물적인 특징이 강하게 나타남."
데비존의 사나운 크루,9300115,https://mapledb.kr/search.php?q=9300115&t=mob,round,playful,8,2,5,"둥글고 부드러운 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/9300115/render/stand,6,7,3,2,2,none,smile,blob,bright,"귀여운,둥글고 부드러운,장난기 있는,해적,과일","부드러운 외형과 귀여운 인상으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수는 중간 정도."
데비존의 심복 크루,9300117,https://mapledb.kr/search.php?q=9300117&t=mob,round,playful,8,2,5,"둥글고 귀여운 외형, 부드러운 인상",https://maplestory.io/api/KMS/389/mob/9300117/render/stand,4,5,6,2,3,none,smile,blob,bright,"귀여운,둥글다,장난기,식물,유머러스","둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 낮지만, 장난기 있는 느낌이 있다."
데비존의 심복 캡틴,9300118,https://mapledb.kr/search.php?q=9300118&t=mob,round,playful,8,2,5,"둥글고 귀여운 외형, 장난스러운 표정",https://maplestory.io/api/KMS/389/mob/9300118/render/stand,6,4,3,2,2,none,smile,blob,bright,"귀여운,장난스러운,해적,둥글고,유머러스한","둥글고 귀여운 외형으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
데비존의 더 사나운 크루,9300121,https://mapledb.kr/search.php?q=9300121&t=mob,round,playful,8,2,5,둥글고 말랑한 외형에 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9300121/render/stand,4,6,3,2,2,none,smile,blob,bright,"귀여운,둥글다,장난기,해적,식물","둥글고 귀여운 외형으로 사람 얼굴과의 유사성은 낮지만, 장난기 있는 인상으로 매칭 가능성 있음."
데비존의 더 사나운 캡틴,9300122,https://mapledb.kr/search.php?q=9300122&t=mob,round,playful,8,2,5,"둥글고 귀여운 외형, 귀여운 인상",https://maplestory.io/api/KMS/389/mob/9300122/render/stand,4,3,6,2,2,none,smile,blob,bright,"귀여운,해적,둥글다,플랜트,장난기",귀여운 외형과 둥근 형태로 인해 사람 얼굴 닮은꼴 매칭이 낮음.
데비존의 크루,9300124,https://mapledb.kr/search.php?q=9300124&t=mob,round,playful,8,2,5,둥글고 말랑한 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9300124/render/stand,6,7,4,2,3,none,smile,blob,bright,"귀여운,둥글다,장난기,해적,식물",둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 높음.
데비존의 사나운 삼단지,9300126,https://mapledb.kr/search.php?q=9300126&t=mob,round,cute,8,2,3,둥글고 귀여운 인상으로 부드러운 외형,https://maplestory.io/api/KMS/389/mob/9300126/render/stand,4,5,7,2,6,big,neutral,object,neutral,"귀여운,식물,몬스터,둥글다,부드러운","부드러운 외형과 귀여운 인상으로 사람 얼굴과의 매칭이 다소 가능하지만, 주로 식물 형태에 가까움."
로미오,9300138,https://mapledb.kr/search.php?q=9300138&t=mob,small,calm,7,2,3,"부드러운 세로형 외형, 차분한 인상",https://maplestory.io/api/KMS/389/mob/9300138/render/stand,6,4,2,1,1,none,none,humanoid,neutral,"부드러운,차분한,귀여운,인간형,작은","부드러운 인상과 작은 얼굴 형태로 사람 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수는 중간."
프랑켄로이드,9300139,https://mapledb.kr/search.php?q=9300139&t=mob,square,strong,3,6,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300139/render/stand,4,6,7,1,1,none,neutral,humanoid,green,"강력한,기계,무표정,프랑켄슈타인,괴물","강한 인상을 주지만, 사람 얼굴과의 유사성은 낮음."
화난 프랑켄로이드,9300140,https://mapledb.kr/search.php?q=9300140&t=mob,square,strong,2,5,8,각지고 강하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300140/render/stand,4,6,7,1,1,angry,angry,humanoid,green,"강력한,전투적인,기계,괴물,프랑켄슈타인",강한 인상과 전투적인 모습으로 사람 닮은꼴 매칭이 낮음.
폐쇄된 연구실의 호문,9300141,https://mapledb.kr/search.php?q=9300141&t=mob,none,mysterious,2,8,5,각지고 단단하며 기괴한 분위기의 실험체,https://maplestory.io/api/KMS/389/mob/9300141/render/stand,1,1,8,1,1,none,none,object,cool,"실험체,기괴,어두운,신비로운,과학","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 물체에 가까운 형태."
숨겨진 연구실의 호문쿨루,9300142,https://mapledb.kr/search.php?q=9300142&t=mob,round,mysterious,6,4,3,둥글고 기묘한 외형으로 신비로운 분위기를 자아냄,https://maplestory.io/api/KMS/389/mob/9300142/render/stand,2,3,7,1,1,big,none,object,neutral,"신비로운,둥글다,귀엽다,물체,호문쿨루","사람 얼굴과의 유사성이 낮고, 물체에 가까운 형태로 인식됨."
방해물 뮤테,9300153,https://mapledb.kr/search.php?q=9300153&t=mob,round,dark,3,8,5,둥글고 기괴한 외형에 섬뜩한 분위기,https://maplestory.io/api/KMS/389/mob/9300153/render/stand,2,3,7,1,1,big,neutral,blob,dark,"기괴한,둥글다,섬뜩한,괴물,어두운","사람 얼굴과의 유사성이 낮고, 기괴한 외형으로 인해 사람 닮은꼴 매칭에 적합하지 않음."
실험용 네오 휴로이드,9300154,https://mapledb.kr/search.php?q=9300154&t=mob,round,mysterious,4,6,5,둥글지만 기괴한 인상으로 신비로운 분위기,https://maplestory.io/api/KMS/389/mob/9300154/render/stand,3,4,7,1,1,big,none,object,neutral,"로봇,신비로운,기괴한,둥글다,실험적","사람의 얼굴과 닮은꼴 요소가 적고, 로봇 형태로 인해 사람과의 매칭이 낮음."
검은 마법사의 수하,9300156,https://mapledb.kr/search.php?q=9300156&t=mob,round,mysterious,3,8,5,둥글고 음침한 느낌의 외형,https://maplestory.io/api/KMS/389/mob/9300156/render/stand,2,3,7,1,1,none,none,blob,dark,"음침,둥글다,마법,신비로운,검은색","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 잘 보이지 않음."
델리,9300162,https://mapledb.kr/search.php?q=9300162&t=mob,round,mysterious,8,3,2,부드럽고 기묘한 분위기의 외형,https://maplestory.io/api/KMS/389/mob/9300162/render/stand,4,5,6,2,1,big,neutral,blob,bright,"부드러운,기묘한,귀여운,신비로운,책,몬스터","부드러운 외형과 큰 눈으로 인해 사람 얼굴과의 유사성이 낮지만, 귀여운 느낌이 강함."
차원의 블랙라츠,9300170,https://mapledb.kr/search.php?q=9300170&t=mob,round,playful,7,3,2,둥글고 기묘한 느낌을주는 외형,https://maplestory.io/api/KMS/389/mob/9300170/render/stand,4,5,6,2,1,big,none,blob,dark,"귀여운,기묘한,장난스러운,둥글고,어두운",사람 얼굴과의 유사성은 낮지만 귀여운 외형으로 장난스러운 느낌을 줌.
멀쩡한 스프라이트,9300176,https://mapledb.kr/search.php?q=9300176&t=mob,round,cute,8,1,2,"둥글고 부드러운 외형, 귀여운 인상",https://maplestory.io/api/KMS/389/mob/9300176/render/stand,4,3,6,1,5,none,neutral,plant,green,"귀여운,식물형,부드러운,둥글고,자연친화적","부드럽고 귀여운 외형으로 사람 얼굴과의 매칭이 낮지만, 식물적인 요소가 강함."
더 중독된 트리로드,9300177,https://mapledb.kr/search.php?q=9300177&t=mob,round,mysterious,5,7,4,둥글고 신비로운 분위기를 지닌 모습,https://maplestory.io/api/KMS/389/mob/9300177/render/stand,3,2,7,1,6,none,none,plant,dark,"신비로운,식물형,어두운,귀여운,몬스터",사람 얼굴 닮은꼴 매칭 관점에서 식물적인 요소가 강해 사람과의 유사성은 낮음.
더 중독된 스톤버그,9300178,https://mapledb.kr/search.php?q=9300178&t=mob,round,dark,3,8,5,부드러운 타원형 외형에 음산한 기운이 느껴짐,https://maplestory.io/api/KMS/389/mob/9300178/render/stand,2,3,7,4,1,none,neutral,blob,dark,"중독,괴물,어두운,부드러운,타원형","사람 얼굴과의 유사성이 낮고, 몬스터 특성이 강한 형태."
더 중독된 스프라이트,9300179,https://mapledb.kr/search.php?q=9300179&t=mob,round,mysterious,5,6,4,"둥글고 기괴한 외형, 신비로운 분위기",https://maplestory.io/api/KMS/389/mob/9300179/render/stand,3,6,4,2,3,none,neutral,blob,dark,"신비로운,기괴한,둥글다,중독된,스프라이트","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받지만, 기괴한 외형으로 독특한 매력을 지님."
초강화형 포이즌 골렘,9300182,https://mapledb.kr/search.php?q=9300182&t=mob,none,dark,2,8,7,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300182/render/stand,2,1,8,1,1,none,none,object,dark,"포이즌,골렘,강화형,어두운,무표정","사람 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 주로 물체로 인식됨."
보스 몬스터 퇴치 체크용 투명 몬스터,9300183,https://mapledb.kr/search.php?q=9300183&t=mob,round,mysterious,3,8,6,"둥글고 기묘한 외형, 음산한 분위기",https://maplestory.io/api/KMS/389/mob/9300183/render/stand,2,1,8,1,1,none,none,blob,dark,"신비로운,어두운,괴기,비현실적,투명","사람 얼굴과의 유사성이 낮고, 주로 물체처럼 보이는 몬스터입니다."
킹슬라임,9300187,https://mapledb.kr/search.php?q=9300187&t=mob,round,cute,8,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9300187/render/stand,5,7,3,2,1,big,smile,blob,bright,"귀여운,둥글다,부드러운,밝은 색,단순한",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
불너구리,9400001,https://mapledb.kr/search.php?q=9400001&t=mob,round,cute,8,2,5,둥글고 귀여운 외형으로 순한 인상을 줌,https://maplestory.io/api/KMS/389/mob/9400001/render/stand,6,8,2,4,1,big,neutral,animal,bright,"귀여운,동물,불,순한,메이플스토리",둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 높음.
큰 구름여우,9400004,https://mapledb.kr/search.php?q=9400004&t=mob,round,cute,8,2,3,"둥글고 귀여운 외형, 밝은 인상",https://maplestory.io/api/KMS/389/mob/9400004/render/stand,6,8,2,7,3,big,smile,animal,bright,"귀여운,동물,밝은,작은,신비로운",큰 구름여우는 귀여운 외형과 밝은 인상으로 사람 얼굴 닮은꼴 테스트에 적합하다.
제등귀신,9400011,https://mapledb.kr/search.php?q=9400011&t=mob,round,dark/mysterious,2,8,5,"둥글고 기괴한 모양, 음산한 느낌을 주는 외형",https://maplestory.io/api/KMS/389/mob/9400011/render/stand,3,4,6,1,1,big,open,blob,dark,"괴물,어두운,기괴한,둥글다,신비로운","사람 얼굴과의 유사성은 낮지만, 기괴한 외형이 독특한 매력을 지님."
천구,9400014,https://mapledb.kr/search.php?q=9400014&t=mob,sharp,strong,3,4,8,각지고 단단하며 강한 인상을 주는 외형,https://maplestory.io/api/KMS/389/mob/9400014/render/stand,6,7,2,1,1,big,neutral,humanoid,bright,"강한,신비로운,귀여운,유머러스한,전통적인","강한 인상을 주는 외형으로, 사람 얼굴과의 매칭 가능성이 있음."
블루머쉬맘,9400205,https://mapledb.kr/search.php?q=9400205&t=mob,round,cute,9,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9400205/render/stand,6,8,3,1,2,big,smile,blob,bright,"귀여운,둥글다,부드러운,밝은 색,작은,친근한","부드럽고 귀여운 외형으로 사람의 얼굴과 닮은꼴 매칭이 가능하지만, 몬스터 특성상 식물적인 요소도 포함되어 있음."
웨딩캔들,9400513,https://mapledb.kr/search.php?q=9400513&t=mob,round,cute,8,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9400513/render/stand,6,7,5,2,3,big,smile,object,bright,"귀여운,둥글다,밝은,꽃,촛불",귀여운 외형과 둥근 형태로 사람 얼굴과의 매칭 가능성이 높음.
멋쟁이 들개,9410001,https://mapledb.kr/search.php?q=9410001&t=mob,round,cool,6,2,4,둥글고 차분한 인상의 목각적인 들개,https://maplestory.io/api/KMS/389/mob/9410001/render/stand,7,8,2,8,1,big,neutral,animal,warm,"멋쟁이,동물,귀여운,차분한,유머러스한","사람의 귀여운 특징을 잘 반영한 몬스터로, 얼굴이 잘 보이므로 닮은꼴 테스트에 적합."
험악한 들개,9410002,https://mapledb.kr/search.php?q=9410002&t=mob,sharp,dark,2,8,7,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9410002/render/stand,3,6,2,9,1,sharp,neutral,animal,dark,"험악한,들개,어두운,강한,동물","험악한 들개의 강렬한 인상은 사람 얼굴과의 매칭이 낮지만, 동물적인 특징이 두드러진다."
광대 원숭이,9410003,https://mapledb.kr/search.php?q=9410003&t=mob,round,playful,8,1,3,동글동글한 외형과 순한 인상,https://maplestory.io/api/KMS/389/mob/9410003/render/stand,7,8,2,5,1,big,smile,animal,bright,"귀여운,원형 얼굴,유머러스한,장난꾸러기,동물","동글동글한 얼굴과 큰 눈, 미소가 사람의 귀여운 특징을 잘 반영하고 있어 닮은꼴 매칭에 적합함."
폭주족 원숭이,9410004,https://mapledb.kr/search.php?q=9410004&t=mob,round,playful,7,2,6,"둥글고 강한 느낌, 전투적인 분위기",https://maplestory.io/api/KMS/389/mob/9410004/render/stand,6,8,2,4,1,big,smile,animal,bright,"폭주족,원숭이,전투적,귀여운,강한","강한 느낌의 귀여운 원숭이로, 사람 얼굴과의 매칭 가능성이 높음."
레드 버블티,9410005,https://mapledb.kr/search.php?q=9410005&t=mob,round,cute,8,2,3,동글동글하고 순한 인상,https://maplestory.io/api/KMS/389/mob/9410005/render/stand,6,7,8,1,1,big,smile,object,bright,"귀여운,음료,동글동글,순한,상징적",부드러운 인상과 귀여운 특징으로 사람 얼굴과의 매칭 가능성이 높음.
옐로우 버블티,9410006,https://mapledb.kr/search.php?q=9410006&t=mob,round,dark,3,7,2,둥글고 무표정하지만 음산한 인상,https://maplestory.io/api/KMS/389/mob/9410006/render/stand,2,4,8,1,1,sharp,neutral,object,yellow,"음산한,둥글다,무표정,버블티,몬스터","사람 얼굴과의 유사성이 낮고, 주로 물체로 인식됨."
그린 버블티,9410007,https://mapledb.kr/search.php?q=9410007&t=mob,round,playful,6,2,3,둥글고 말랑한 외형에 불쾌한 인상,https://maplestory.io/api/KMS/389/mob/9410007/render/stand,4,5,8,1,1,none,neutral,object,green,"몬스터,음료,귀여운,플레이풀,그린","사람 얼굴과의 유사성은 낮지만, 귀여운 음료 형태로 재미있는 인상을 줌."
예티 인형자판기,9410008,https://mapledb.kr/search.php?q=9410008&t=mob,square,playful,5,1,2,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9410008/render/stand,2,1,9,1,1,none,none,object,bright,"인형,자판기,놀이기구,귀여운,플레이풀",사람 얼굴과의 닮은꼴 매칭이 어려운 형태의 자판기.
예티 인형,9410009,https://mapledb.kr/search.php?q=9410009&t=mob,round,calm,8,1,3,둥글고 부드러운 외형에 차분한 인상,https://maplestory.io/api/KMS/389/mob/9410009/render/stand,5,4,2,3,1,none,neutral,blob,white,"귀여운,부드러운,차분한,둥글다,인형같은","부드러운 외형과 차분한 인상으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
주니어페페 인형자판기,9410010,https://mapledb.kr/search.php?q=9410010&t=mob,square,playful,7,1,2,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9410010/render/stand,3,2,9,1,1,none,none,object,bright,"인형,자판기,귀여운,플레이풀,게임","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 낮지만, 귀여운 인형 자판기라는 점에서 일부 유사성을 가질 수 있음."
주니어페페 인형,9410011,https://mapledb.kr/search.php?q=9410011&t=mob,round,cute,8,1,2,동글동글하고 귀여운 외형을 가진 인형,https://maplestory.io/api/KMS/389/mob/9410011/render/stand,6,7,3,2,1,big,smile,blob,bright,"귀여운,동글동글,인형,애니메이션,펭귄","주니어페페 인형은 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 주로 인형 같은 특성을 지니고 있습니다."
인형자판기,9410012,https://mapledb.kr/search.php?q=9410012&t=mob,square,playful,8,1,2,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9410012/render/stand,3,2,8,1,1,none,none,object,bright,"인형,자판기,귀여운,플레이풀,무표정","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 주로 사물 형태."
인형뽑기 기계,9410013,https://mapledb.kr/search.php?q=9410013&t=mob,square,playful,6,1,3,각지고 단단한 외형에 차분한 분위기,https://maplestory.io/api/KMS/389/mob/9410013/render/stand,4,2,8,1,1,none,none,object,bright,"인형뽑기,기계,놀이기구,귀여운,플레이풀","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 낮지만, 귀여운 기계적 요소가 있어 일부 유사성 존재."
포장마차,9410014,https://mapledb.kr/search.php?q=9410014&t=mob,none,calm,2,1,1,부드러운 타원형 외형과 차분한 분위기,https://maplestory.io/api/KMS/389/mob/9410014/render/stand,2,1,9,1,1,none,none,object,neutral,"포장마차,부드러운,차분한,음식,상점","사람 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 주로 물체로 인식됨."
두꺼비,9420000,https://mapledb.kr/search.php?q=9420000&t=mob,round,cute,8,2,3,"둥글고 부드러운 외형, 차분한 인상",https://maplestory.io/api/KMS/389/mob/9420000/render/stand,4,7,2,8,1,big,smile,animal,bright,"귀여운,동물,둥글다,부드럽다,차분한","부드러운 외형과 큰 눈으로 귀여운 느낌을 주지만, 사람 얼굴과는 다소 거리가 있다."
개구리,9420001,https://mapledb.kr/search.php?q=9420001&t=mob,round,cute,8,1,2,"둥글고 귀여운 인상, 부드러운 외형",https://maplestory.io/api/KMS/389/mob/9420001/render/stand,6,8,2,7,1,big,smile,animal,bright,"귀여운,동물,둥글다,밝은색,부드러운",귀여운 개구리 몬스터는 사람 얼굴과의 닮은꼴 매칭에서 긍정적인 요소가 많음.
구렁이,9420002,https://mapledb.kr/search.php?q=9420002&t=mob,round,mysterious,3,7,6,타원형의 몸과 음산한 인상을 가진 구렁이,https://maplestory.io/api/KMS/389/mob/9420002/render/stand,4,6,5,7,1,sharp,neutral,animal,neutral,"구렁이,신비로운,어두운,동물,강력한","구렁이는 신비로운 느낌을 주며, 사람 얼굴과의 유사성은 낮지만 동물적인 특징이 강하다."
